% Experiment Date: 2026-07-22 16:34:57
% DC Current: 1.000000e-04 A
Time_s,7_8_9_10
17.174190,4.605563e+01
17.377710,4.605562e+01
17.580689,4.606558e+01
17.793504,4.606256e+01
17.997962,4.606124e+01
18.198936,4.606382e+01
18.402125,4.606021e+01
18.608323,4.605668e+01
18.817971,4.606278e+01
19.025501,4.606126e+01
19.226990,4.607403e+01
19.435099,4.605699e+01
19.645513,4.606547e+01
19.849012,4.606932e+01
20.049467,4.607795e+01
20.256565,4.607390e+01
20.456883,4.607383e+01
20.660666,4.607249e+01
20.866494,4.608023e+01
21.074640,4.607978e+01
21.277108,4.607919e+01
21.477104,4.607396e+01
21.677346,4.608243e+01
21.885184,4.609617e+01
22.094126,4.609676e+01
22.299412,4.609936e+01
22.508596,4.608704e+01
22.712619,4.610343e+01
22.914849,4.609977e+01
23.120092,4.609161e+01
23.333039,4.611061e+01
23.541974,4.610849e+01
23.747157,4.610843e+01
23.955657,4.610699e+01
24.164569,4.610166e+01
24.368028,4.610375e+01
24.576417,4.611411e+01
24.792144,4.610890e+01
24.998265,4.610726e+01
25.206824,4.610832e+01
25.415243,4.611271e+01
25.624301,4.611047e+01
25.832415,4.610351e+01
26.039081,4.611899e+01
26.247199,4.612107e+01
26.447985,4.612576e+01
26.656378,4.613475e+01
26.861489,4.613033e+01
27.061575,4.612808e+01
27.264865,4.613198e+01
27.473151,4.612580e+01
27.678010,4.613559e+01
27.881683,4.613538e+01
28.089465,4.614047e+01
28.295659,4.614028e+01
28.505062,4.614533e+01
28.714624,4.613507e+01
28.914655,4.614639e+01
29.114696,4.613468e+01
29.324614,4.614969e+01
29.524648,4.613352e+01
29.735528,4.614818e+01
29.941085,4.614959e+01
30.147793,4.615066e+01
30.347918,4.615105e+01
30.551092,4.615858e+01
30.757476,4.616010e+01
30.965876,4.614455e+01
31.168003,4.615277e+01
31.368717,4.615745e+01
31.575639,4.615317e+01
31.776170,4.615519e+01
31.976312,4.615732e+01
32.177058,4.615716e+01
32.377074,4.616655e+01
32.579811,4.616768e+01
32.794140,4.616051e+01
32.998489,4.616636e+01
33.199134,4.616597e+01
33.404636,4.617683e+01
33.607980,4.617313e+01
33.813365,4.616964e+01
34.015055,4.617138e+01
34.218410,4.617112e+01
34.418443,4.617366e+01
34.618474,4.618111e+01
34.818506,4.618159e+01
35.027945,4.618014e+01
35.235106,4.617488e+01
35.438485,4.618959e+01
35.646602,4.617567e+01
35.856426,4.618635e+01
36.066366,4.619508e+01
36.269630,4.618364e+01
36.484595,4.618134e+01
36.685010,4.618474e+01
36.890611,4.619490e+01
37.096994,4.618648e+01
37.298464,4.619024e+01
37.498479,4.619196e+01
37.698509,4.617735e+01
37.898539,4.618636e+01
38.098621,4.620555e+01
38.304441,4.618907e+01
38.507980,4.619538e+01
38.709625,4.620048e+01
38.917986,4.619988e+01
39.126600,4.620612e+01
39.331505,4.620207e+01
39.538587,4.621408e+01
39.745452,4.621162e+01
39.949056,4.620758e+01
40.149615,4.622152e+01
40.356805,4.622692e+01
40.566375,4.621980e+01
40.767976,4.622362e+01
40.976623,4.623343e+01
41.187115,4.622444e+01
41.394053,4.622324e+01
41.601141,4.622262e+01
41.807654,4.622454e+01
42.010524,4.623080e+01
42.217831,4.622279e+01
42.417861,4.623400e+01
42.626812,4.623822e+01
42.838045,4.623390e+01
43.046320,4.623948e+01
43.248440,4.624258e+01
43.448473,4.624283e+01
43.648566,4.623454e+01
43.852374,4.623394e+01
44.059535,4.623368e+01
44.269009,4.623646e+01
44.469565,4.623348e+01
44.669597,4.623784e+01
44.881752,4.623285e+01
45.086702,4.624216e+01
45.286952,4.624169e+01
45.487399,4.623670e+01
45.687641,4.623882e+01
45.897367,4.624239e+01
46.102508,4.624602e+01
46.310047,4.624414e+01
46.515770,4.624968e+01
46.724216,4.624225e+01
46.931625,4.624410e+01
47.137990,4.624994e+01
47.338049,4.625361e+01
47.548007,4.626537e+01
47.756404,4.625717e+01
47.965947,4.626190e+01
48.167970,4.625973e+01
48.369572,4.625854e+01
48.570408,4.626023e+01
48.770428,4.626488e+01
48.974696,4.627892e+01
49.183688,4.626818e+01
49.390625,4.627671e+01
49.604170,4.627339e+01
49.807318,4.627837e+01
50.017224,4.626382e+01
50.223248,4.627156e+01
50.427223,4.628034e+01
50.631910,4.627884e+01
50.841340,4.628129e+01
51.041348,4.630429e+01
51.248395,4.629267e+01
51.452089,4.630507e+01
51.655085,4.630981e+01
51.865782,4.630414e+01
52.069537,4.629530e+01
52.277805,4.629649e+01
52.487228,4.629251e+01
52.695834,4.630427e+01
52.902314,4.631209e+01
53.109049,4.630737e+01
53.318018,4.632143e+01
53.518065,4.631359e+01
53.719840,4.631870e+01
53.927458,4.631241e+01
54.127901,4.631950e+01
54.328080,4.631280e+01
54.528168,4.632399e+01
54.729589,4.632555e+01
54.938479,4.632259e+01
55.138604,4.632253e+01
55.338871,4.633075e+01
55.548346,4.632480e+01
55.757102,4.632749e+01
55.966417,4.632734e+01
56.176715,4.631623e+01
56.379521,4.633440e+01
56.586370,4.633651e+01
56.796068,4.633657e+01
57.003502,4.634297e+01
57.214418,4.633750e+01
57.414708,4.633897e+01
57.625515,4.634129e+01
57.835147,4.634927e+01
58.039074,4.634589e+01
58.240215,4.633209e+01
58.444044,4.634701e+01
58.647813,4.634929e+01
58.855040,4.635156e+01
59.055078,4.634019e+01
59.259717,4.635062e+01
59.465720,4.634599e+01
59.665813,4.635338e+01
59.873106,4.635809e+01
60.078703,4.636570e+01
60.288007,4.635533e+01
60.489594,4.636336e+01
60.689628,4.636259e+01
60.893877,4.636905e+01
61.098359,4.636922e+01
61.302604,4.637502e+01
61.507856,4.637370e+01
61.710573,4.637929e+01
61.917234,4.638886e+01
62.117316,4.638490e+01
62.317990,4.638251e+01
62.520690,4.638024e+01
62.727520,4.637789e+01
62.927826,4.638462e+01
63.129326,4.638483e+01
63.329347,4.639045e+01
63.538734,4.639088e+01
63.739865,4.640200e+01
63.946376,4.640291e+01
64.152867,4.639303e+01
64.362862,4.638331e+01
64.569835,4.638389e+01
64.769875,4.638671e+01
64.973175,4.638878e+01
65.180039,4.639213e+01
65.387271,4.639175e+01
65.596009,4.638605e+01
65.797644,4.638662e+01
66.006254,4.640863e+01
66.209898,4.641741e+01
66.412983,4.641405e+01
66.627720,4.641140e+01
66.829704,4.641943e+01
67.037984,4.642565e+01
67.248522,4.642645e+01
67.457935,4.642149e+01
67.667158,4.642118e+01
67.876242,4.642765e+01
68.078342,4.642632e+01
68.278587,4.641618e+01
68.480267,4.642226e+01
68.689944,4.643728e+01
68.896743,4.643756e+01
69.102861,4.643145e+01
69.318034,4.642984e+01
69.527430,4.643157e+01
69.734100,4.643610e+01
69.939484,4.642984e+01
70.140185,4.644396e+01
70.347289,4.643432e+01
70.557681,4.644552e+01
70.764517,4.644528e+01
70.968026,4.644516e+01
71.168115,4.645525e+01
71.377862,4.645595e+01
71.585592,4.646798e+01
71.786297,4.646026e+01
71.995207,4.645669e+01
72.198241,4.646084e+01
72.398643,4.647946e+01
72.607968,4.647289e+01
72.813079,4.646171e+01
73.027962,4.645053e+01
73.236682,4.645981e+01
73.436902,4.645559e+01
73.647332,4.646508e+01
73.853776,4.646958e+01
74.054025,4.646773e+01
74.263038,4.647365e+01
74.470377,4.645901e+01
74.674562,4.646630e+01
74.878468,4.646694e+01
75.078967,4.647228e+01
75.288871,4.648055e+01
75.495480,4.647904e+01
75.695562,4.647757e+01
75.898877,4.648687e+01
76.105662,4.649805e+01
76.308018,4.649659e+01
76.516738,4.649364e+01
76.722684,4.649100e+01
76.932827,4.648430e+01
77.138527,4.648305e+01
77.343987,4.650029e+01
77.547237,4.650110e+01
77.757220,4.650722e+01
77.963323,4.651048e+01
78.170830,4.650869e+01
78.371068,4.649756e+01
78.574068,4.651453e+01
78.783084,4.652000e+01
78.989614,4.652509e+01
79.201260,4.652615e+01
79.405263,4.653793e+01
79.617947,4.653269e+01
79.824603,4.654679e+01
80.031262,4.654968e+01
80.231341,4.653937e+01
80.433881,4.654103e+01
80.641167,4.653701e+01
80.847608,4.653924e+01
81.048679,4.654166e+01
81.257986,4.654180e+01
81.467108,4.654589e+01
81.677009,4.655246e+01
81.884591,4.655647e+01
82.091205,4.655150e+01
82.301019,4.654778e+01
82.507994,4.653995e+01
82.708050,4.654820e+01
82.911733,4.656254e+01
83.115601,4.656756e+01
83.325014,4.656595e+01
83.528416,4.656556e+01
83.729563,4.656602e+01
83.938942,4.656826e+01
84.147664,4.656376e+01
84.354867,4.656114e+01
84.558052,4.656165e+01
84.763697,4.656874e+01
84.968448,4.659228e+01
85.176136,4.656505e+01
85.380043,4.658825e+01
85.587120,4.657676e+01
85.797825,4.657928e+01
85.997876,4.658656e+01
86.206409,4.658727e+01
86.415526,4.659072e+01
86.622366,4.659267e+01
86.827057,4.657868e+01
87.027711,4.658763e+01
87.232266,4.660126e+01
87.435054,4.660005e+01
87.638365,4.660496e+01
87.846803,4.661380e+01
88.055143,4.660148e+01
88.266676,4.660788e+01
88.473482,4.661329e+01
88.681167,4.661817e+01
88.884320,4.661623e+01
89.092157,4.662665e+01
89.296338,4.662087e+01
89.499781,4.661728e+01
89.707781,4.662079e+01
89.907792,4.661162e+01
90.118015,4.662908e+01
90.324432,4.662704e+01
90.535802,4.661727e+01
90.744087,4.661970e+01
90.950393,4.662240e+01
91.157865,4.662399e+01
91.367823,4.663459e+01
91.575932,4.663188e+01
91.775976,4.663002e+01
91.975981,4.662574e+01
92.185536,4.662622e+01
92.395289,4.662816e+01
92.601347,4.662763e+01
92.809084,4.662649e+01
93.019539,4.663786e+01
93.227954,4.664625e+01
93.433063,4.664322e+01
93.644976,4.663454e+01
93.852525,4.663938e+01
94.059789,4.664203e+01
94.269197,4.664725e+01
94.469261,4.666184e+01
94.676159,4.666323e+01
94.878167,4.667371e+01
95.084353,4.666750e+01
95.294160,4.666363e+01
95.494917,4.667188e+01
95.703068,4.666239e+01
95.907294,4.666273e+01
96.112020,4.666654e+01
96.318035,4.667383e+01
96.530063,4.668321e+01
96.735741,4.668083e+01
96.938303,4.667834e+01
97.138329,4.668387e+01
97.348032,4.667445e+01
97.555752,4.669501e+01
97.762009,4.669613e+01
97.964654,4.669166e+01
98.171855,4.670411e+01
98.373136,4.670013e+01
98.577106,4.669746e+01
98.779036,4.669755e+01
98.984143,4.669115e+01
99.187844,4.670765e+01
99.395030,4.670241e+01
99.597999,4.671377e+01
99.799133,4.671593e+01
99.999155,4.672160e+01
100.199649,4.671151e+01
100.400221,4.670052e+01
100.607882,4.670559e+01
100.809437,4.671308e+01
101.017418,4.671925e+01
101.217450,4.671943e+01
101.417482,4.670932e+01
101.624142,4.671880e+01
